1000	0.79	0.0128802
1100	0.768182	0.0127236
1210	0.768595	0.0121239
1331	0.788129	0.0112007
1464	0.797131	0.01051
1610	0.786335	0.0102154
1771	0.78882	0.00969854
1948	0.790554	0.00921949
2142	0.775444	0.0090163
2356	0.78438	0.00847266
2591	0.780008	0.00813803
2850	0.775439	0.00781662
3135	0.787879	0.00730135
3448	0.791473	0.00691855
3792	0.7827	0.0066972
4171	0.787341	0.00633582
4588	0.787271	0.00604176
5046	0.77388	0.00588888
5550	0.792072	0.00544744
6105	0.783129	0.00527442
6715	0.785108	0.00501247
7386	0.785134	0.00477915
8124	0.790128	0.00451795
8936	0.773053	0.00443094
9829	0.783701	0.00415286
10811	0.789936	0.00391777
11892	0.780441	0.00379593
13081	0.787631	0.00357591
14389	0.7815	0.00344489
15827	0.783029	0.00327635
17409	0.787639	0.00309966
19149	0.780406	0.00299156
21063	0.785311	0.00282921
23169	0.783676	0.002705
25485	0.780538	0.00259259
28033	0.788321	0.00243981
30836	0.784505	0.00234146
33919	0.785194	0.00222992
37310	0.785553	0.00212488
41041	0.788261	0.00201663
45145	0.785048	0.00193337
49659	0.785014	0.00184351
54624	0.786486	0.00175334
60086	0.789152	0.0016641
66094	0.786955	0.00159268
72703	0.78646	0.00151985
79973	0.785615	0.00145121
87970	0.785882	0.00138305
96767	0.785846	0.00131877
106443	0.784984	0.00125924
117087	0.784485	0.00120165
128795	0.787034	0.00114078
141674	0.784195	0.00109294
155841	0.784203	0.00104207
171425	0.785329	0.000991689
188567	0.786118	0.000944273
207423	0.785207	0.000901724
228165	0.78505	0.000859989
250981	0.785665	0.000819115
276079	0.785913	0.000780667
303686	0.785966	0.00074427
334054	0.784759	0.000711086
367459	0.785584	0.000677049
404204	0.786021	0.000645063
444624	0.785668	0.000615413
489086	0.785984	0.000586458
537994	0.786016	0.000559136
591793	0.785607	0.000533486
650972	0.785389	0.000508847
716069	0.785849	0.000484788
787675	0.785526	0.000462481
866442	0.785507	0.000440973
953086	0.78489	0.00042089
